project_id,job_bc_code,job_bc_code_description
562169,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562183,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562186,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562176,4380.0,Add/Alt Tenant Improvements
562211,3293.0,Pool or Spa/1 or 2 Family
562214,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562240,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562244,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
562255,3291.0,Acc Struct to 1 or 2 Family
562263,,
562265,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562267,3292.0,Acc Struct to 3+ Fam or NonRes
562272,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562281,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562291,4380.0,Add/Alt Tenant Improvements
65924,4380.0,Add/Alt Tenant Improvements
562303,4342.0,"Add/Alt 3+, No Chg DU"
562308,4380.0,Add/Alt Tenant Improvements
562327,3293.0,Pool or Spa/1 or 2 Family
562324,4380.0,Add/Alt Tenant Improvements
562326,4380.0,Add/Alt Tenant Improvements
562346,4380.0,Add/Alt Tenant Improvements
562351,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562340,,
562360,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562369,4380.0,Add/Alt Tenant Improvements
562381,4380.0,Add/Alt Tenant Improvements
65941,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562418,4332.0,"Add/Alt 3+ Fam, Increase DU"
65945,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
65949,4380.0,Add/Alt Tenant Improvements
562489,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562493,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562494,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562499,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
65948,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562516,3281.0,Acc Bldg to 1 or 2 Fam 
562518,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562528,3293.0,Pool or Spa/1 or 2 Family
562531,4373.0,Add/Alt NonRes Bldg or Struct
65953,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562548,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562550,3295.0,ACC STRUCT- NON RES
562547,4380.0,Add/Alt Tenant Improvements
562573,3295.0,ACC STRUCT- NON RES
562579,4380.0,Add/Alt Tenant Improvements
562536,3240.0,Office/Bank/Professional Bldg
562593,3295.0,ACC STRUCT- NON RES
562595,4380.0,Add/Alt Tenant Improvements
65958,4380.0,Add/Alt Tenant Improvements
562605,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562604,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562614,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
65957,1010.0,One Family Detached
562643,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
65959,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562644,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562645,4380.0,Add/Alt Tenant Improvements
562669,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
65961,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
65963,4380.0,Add/Alt Tenant Improvements
562701,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562722,4380.0,Add/Alt Tenant Improvements
65966,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562747,3295.0,ACC STRUCT- NON RES
562749,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
65973,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562808,4380.0,Add/Alt Tenant Improvements
562816,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
65981,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
10889,4380.0,Add/Alt Tenant Improvements
562891,4380.0,Add/Alt Tenant Improvements
65979,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562909,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562915,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
562931,4342.0,"Add/Alt 3+, No Chg DU"
563004,,
563009,4380.0,Add/Alt Tenant Improvements
563006,4380.0,Add/Alt Tenant Improvements
563029,3293.0,Pool or Spa/1 or 2 Family
563028,4380.0,Add/Alt Tenant Improvements
563040,4380.0,Add/Alt Tenant Improvements
563043,3291.0,Acc Struct to 1 or 2 Family
563061,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563066,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563079,1032.0,Two family Condominium
65994,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563079,1032.0,Two family Condominium
563079,1010.0,One Family Detached
563079,1032.0,Two family Condominium
563079,1010.0,One Family Detached
563079,1032.0,Two family Condominium
563079,1010.0,One Family Detached
563079,1032.0,Two family Condominium
563079,1010.0,One Family Detached
563079,1032.0,Two family Condominium
563079,1010.0,One Family Detached
563079,1032.0,Two family Condominium
563136,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563143,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563150,3295.0,ACC STRUCT- NON RES
65995,4380.0,Add/Alt Tenant Improvements
563168,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563181,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563196,1020.0,One Family Attached
563202,4380.0,Add/Alt Tenant Improvements
563207,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563214,4373.0,Add/Alt NonRes Bldg or Struct
66005,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
534907,3295.0,ACC STRUCT- NON RES
563244,4343.0,"Add/Alt Guest House, No Chg DU"
563254,3293.0,Pool or Spa/1 or 2 Family
563260,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563267,4373.0,Add/Alt NonRes Bldg or Struct
563285,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563286,4373.0,Add/Alt NonRes Bldg or Struct
563296,4380.0,Add/Alt Tenant Improvements
563291,3295.0,ACC STRUCT- NON RES
563289,3295.0,ACC STRUCT- NON RES
563299,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66012,4380.0,Add/Alt Tenant Improvements
563320,4380.0,Add/Alt Tenant Improvements
563321,4373.0,Add/Alt NonRes Bldg or Struct
563328,4380.0,Add/Alt Tenant Improvements
563338,3293.0,Pool or Spa/1 or 2 Family
563341,3293.0,Pool or Spa/1 or 2 Family
563346,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66020,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563430,4380.0,Add/Alt Tenant Improvements
563445,4380.0,Add/Alt Tenant Improvements
66023,4380.0,Add/Alt Tenant Improvements
563464,4380.0,Add/Alt Tenant Improvements
529661,1052.0,Five or More Family Condo
66029,4380.0,Add/Alt Tenant Improvements
563537,4380.0,Add/Alt Tenant Improvements
66032,4380.0,Add/Alt Tenant Improvements
563547,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
563556,4380.0,Add/Alt Tenant Improvements
563564,3281.0,Acc Bldg to 1 or 2 Fam 
563572,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563578,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563583,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66033,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66030,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563606,4380.0,Add/Alt Tenant Improvements
563678,3295.0,ACC STRUCT- NON RES
563682,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
563707,4380.0,Add/Alt Tenant Improvements
563731,4380.0,Add/Alt Tenant Improvements
563757,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563761,4380.0,Add/Alt Tenant Improvements
563768,4380.0,Add/Alt Tenant Improvements
563770,3291.0,Acc Struct to 1 or 2 Family
563780,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563781,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66047,4380.0,Add/Alt Tenant Improvements
563804,4380.0,Add/Alt Tenant Improvements
563812,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
64964,1041.0,Three or Four Family Apt
563818,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563834,4371.0,Add/Alt Acc Bldg to 1 or 2 Fam
563832,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563900,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563907,4380.0,Add/Alt Tenant Improvements
563911,4380.0,Add/Alt Tenant Improvements
66072,1010.0,One Family Detached
563939,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563961,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564003,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564006,3294.0,Pool or Spa/3+ Fam or NonRes
564005,4342.0,"Add/Alt 3+, No Chg DU"
564016,4380.0,Add/Alt Tenant Improvements
564025,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66082,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66080,4380.0,Add/Alt Tenant Improvements
564071,4380.0,Add/Alt Tenant Improvements
66084,4380.0,Add/Alt Tenant Improvements
564091,4342.0,"Add/Alt 3+, No Chg DU"
66087,3291.0,Acc Struct to 1 or 2 Family
564119,3293.0,Pool or Spa/1 or 2 Family
66089,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564125,3293.0,Pool or Spa/1 or 2 Family
564127,4380.0,Add/Alt Tenant Improvements
564132,4342.0,"Add/Alt 3+, No Chg DU"
564137,4380.0,Add/Alt Tenant Improvements
564149,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564155,3295.0,ACC STRUCT- NON RES
564165,3291.0,Acc Struct to 1 or 2 Family
66095,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564262,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564273,3293.0,Pool or Spa/1 or 2 Family
564274,4380.0,Add/Alt Tenant Improvements
66101,1010.0,One Family Detached
564298,4373.0,Add/Alt NonRes Bldg or Struct
564315,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
564324,4343.0,"Add/Alt Guest House, No Chg DU"
66106,3291.0,Acc Struct to 1 or 2 Family
564389,4380.0,Add/Alt Tenant Improvements
66109,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564407,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564416,4372.0,Add/Alt Acc Bldgs to 3+ Fam
564428,4342.0,"Add/Alt 3+, No Chg DU"
564426,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564442,3293.0,Pool or Spa/1 or 2 Family
564456,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564500,,
564504,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564522,4380.0,Add/Alt Tenant Improvements
66119,4380.0,Add/Alt Tenant Improvements
564542,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
564558,4373.0,Add/Alt NonRes Bldg or Struct
564551,3291.0,Acc Struct to 1 or 2 Family
66129,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564617,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66137,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
563660,1051.0,Five or More Family Apt
564662,4380.0,Add/Alt Tenant Improvements
564674,1010.0,One Family Detached
564683,4380.0,Add/Alt Tenant Improvements
564698,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564711,4380.0,Add/Alt Tenant Improvements
564699,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564708,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
564728,4380.0,Add/Alt Tenant Improvements
66146,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564756,3283.0,Commercial Temp Occ Struct
564774,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564777,4380.0,Add/Alt Tenant Improvements
564802,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564813,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564814,3295.0,ACC STRUCT- NON RES
564831,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
564832,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
564850,4380.0,Add/Alt Tenant Improvements
66145,4380.0,Add/Alt Tenant Improvements
564890,,
564923,3240.0,Office/Bank/Professional Bldg
564932,4380.0,Add/Alt Tenant Improvements
564943,4380.0,Add/Alt Tenant Improvements
564957,3295.0,ACC STRUCT- NON RES
565002,3291.0,Acc Struct to 1 or 2 Family
565018,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565022,4373.0,Add/Alt NonRes Bldg or Struct
565025,4380.0,Add/Alt Tenant Improvements
66178,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565035,4380.0,Add/Alt Tenant Improvements
10900,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565043,1020.0,One Family Attached
565079,3293.0,Pool or Spa/1 or 2 Family
565090,4380.0,Add/Alt Tenant Improvements
565091,3293.0,Pool or Spa/1 or 2 Family
66190,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565153,4380.0,Add/Alt Tenant Improvements
66194,4380.0,Add/Alt Tenant Improvements
565172,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565189,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565213,4380.0,Add/Alt Tenant Improvements
565213,4380.0,Add/Alt Tenant Improvements
66202,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565282,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565288,3293.0,Pool or Spa/1 or 2 Family
565285,4380.0,Add/Alt Tenant Improvements
565299,4380.0,Add/Alt Tenant Improvements
565315,4380.0,Add/Alt Tenant Improvements
565318,4380.0,Add/Alt Tenant Improvements
565325,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66215,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66213,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565331,,
565340,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565343,4373.0,Add/Alt NonRes Bldg or Struct
565364,3293.0,Pool or Spa/1 or 2 Family
565366,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565378,4380.0,Add/Alt Tenant Improvements
565377,4380.0,Add/Alt Tenant Improvements
66222,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565404,4380.0,Add/Alt Tenant Improvements
565422,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565424,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565428,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565496,4380.0,Add/Alt Tenant Improvements
565509,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66234,4380.0,Add/Alt Tenant Improvements
565514,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
565516,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565543,4380.0,Add/Alt Tenant Improvements
565545,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565552,3295.0,ACC STRUCT- NON RES
565561,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66239,3292.0,Acc Struct to 3+ Fam or NonRes
565586,4333.0,Add/Alt Companion Unit/Acc Apt
565579,4380.0,Add/Alt Tenant Improvements
565605,4380.0,Add/Alt Tenant Improvements
565305,2132.0,Single Room Occupant Hotel
66246,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565635,3293.0,Pool or Spa/1 or 2 Family
565647,3291.0,Acc Struct to 1 or 2 Family
565646,3294.0,Pool or Spa/3+ Fam or NonRes
66250,4380.0,Add/Alt Tenant Improvements
565709,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66247,4380.0,Add/Alt Tenant Improvements
565715,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565722,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66253,3293.0,Pool or Spa/1 or 2 Family
565751,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66257,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565765,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565767,3292.0,Acc Struct to 3+ Fam or NonRes
565797,1051.0,Five or More Family Apt
565797,3292.0,Acc Struct to 3+ Fam or NonRes
565793,3295.0,ACC STRUCT- NON RES
565807,4342.0,"Add/Alt 3+, No Chg DU"
66263,4342.0,"Add/Alt 3+, No Chg DU"
565819,4380.0,Add/Alt Tenant Improvements
565825,4380.0,Add/Alt Tenant Improvements
565851,4380.0,Add/Alt Tenant Improvements
565878,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565876,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565888,4380.0,Add/Alt Tenant Improvements
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
565907,4380.0,Add/Alt Tenant Improvements
565907,4380.0,Add/Alt Tenant Improvements
66282,3293.0,Pool or Spa/1 or 2 Family
565905,4380.0,Add/Alt Tenant Improvements
565807,4342.0,"Add/Alt 3+, No Chg DU"
66277,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565918,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565807,4342.0,"Add/Alt 3+, No Chg DU"
66286,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
565954,3291.0,Acc Struct to 1 or 2 Family
565968,4380.0,Add/Alt Tenant Improvements
565975,4380.0,Add/Alt Tenant Improvements
10907,1052.0,Five or More Family Condo
566007,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66297,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566080,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566079,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566087,3272.0,Signs - Permanent
565841,1010.0,One Family Detached
565841,1010.0,One Family Detached
566122,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
66312,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66311,4380.0,Add/Alt Tenant Improvements
551115,4373.0,Add/Alt NonRes Bldg or Struct
566156,4380.0,Add/Alt Tenant Improvements
566167,4380.0,Add/Alt Tenant Improvements
566177,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566207,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
10920,1010.0,One Family Detached
66316,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566222,4373.0,Add/Alt NonRes Bldg or Struct
566229,4373.0,Add/Alt NonRes Bldg or Struct
566240,4373.0,Add/Alt NonRes Bldg or Struct
66321,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
10907,1042.0,Three or Four Family Condo
66326,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566251,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566257,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566259,4380.0,Add/Alt Tenant Improvements
66331,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566277,4380.0,Add/Alt Tenant Improvements
66330,3291.0,Acc Struct to 1 or 2 Family
566285,3291.0,Acc Struct to 1 or 2 Family
566287,4380.0,Add/Alt Tenant Improvements
559317,1052.0,Five or More Family Condo
566327,4373.0,Add/Alt NonRes Bldg or Struct
566326,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566329,1010.0,One Family Detached
559317,1052.0,Five or More Family Condo
566344,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566351,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566348,5402.0,Non Res Conver to 3+ Fam
559317,1052.0,Five or More Family Condo
66336,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
559317,1052.0,Five or More Family Condo
559317,1052.0,Five or More Family Condo
559317,1052.0,Five or More Family Condo
559317,1052.0,Five or More Family Condo
559317,1052.0,Five or More Family Condo
559317,1052.0,Five or More Family Condo
559317,1052.0,Five or More Family Condo
66340,3293.0,Pool or Spa/1 or 2 Family
559317,1052.0,Five or More Family Condo
66339,1010.0,One Family Detached
559317,1052.0,Five or More Family Condo
566369,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66339,1010.0,One Family Detached
66339,1010.0,One Family Detached
66339,1010.0,One Family Detached
66339,1010.0,One Family Detached
66339,1010.0,One Family Detached
66339,1010.0,One Family Detached
66339,1010.0,One Family Detached
66339,1010.0,One Family Detached
566402,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566406,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66343,1010.0,One Family Detached
66343,1010.0,One Family Detached
66343,1010.0,One Family Detached
10907,1042.0,Three or Four Family Condo
66343,1010.0,One Family Detached
66343,1010.0,One Family Detached
66343,1010.0,One Family Detached
66342,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66343,1010.0,One Family Detached
566465,3291.0,Acc Struct to 1 or 2 Family
566475,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66343,1010.0,One Family Detached
566497,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566528,1010.0,One Family Detached
566523,4380.0,Add/Alt Tenant Improvements
566543,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66352,1010.0,One Family Detached
566591,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566604,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566611,4380.0,Add/Alt Tenant Improvements
566622,3295.0,ACC STRUCT- NON RES
566647,4380.0,Add/Alt Tenant Improvements
10907,1042.0,Three or Four Family Condo
566712,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566729,3293.0,Pool or Spa/1 or 2 Family
66374,4380.0,Add/Alt Tenant Improvements
66373,3240.0,Office/Bank/Professional Bldg
566750,4380.0,Add/Alt Tenant Improvements
566754,3295.0,ACC STRUCT- NON RES
66372,3291.0,Acc Struct to 1 or 2 Family
566820,4380.0,Add/Alt Tenant Improvements
66377,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566862,4380.0,Add/Alt Tenant Improvements
566858,4380.0,Add/Alt Tenant Improvements
566873,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
566858,4380.0,Add/Alt Tenant Improvements
566882,4380.0,Add/Alt Tenant Improvements
66383,3293.0,Pool or Spa/1 or 2 Family
566908,4342.0,"Add/Alt 3+, No Chg DU"
66380,3291.0,Acc Struct to 1 or 2 Family
66384,4380.0,Add/Alt Tenant Improvements
566930,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566951,4380.0,Add/Alt Tenant Improvements
566957,4380.0,Add/Alt Tenant Improvements
66385,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566964,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566967,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566976,3292.0,Acc Struct to 3+ Fam or NonRes
566976,3292.0,Acc Struct to 3+ Fam or NonRes
566992,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
566995,3293.0,Pool or Spa/1 or 2 Family
66387,4380.0,Add/Alt Tenant Improvements
66386,1042.0,Three or Four Family Condo
567040,4380.0,Add/Alt Tenant Improvements
567044,4380.0,Add/Alt Tenant Improvements
567059,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567065,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567101,4342.0,"Add/Alt 3+, No Chg DU"
567105,4380.0,Add/Alt Tenant Improvements
567124,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567133,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
10907,1042.0,Three or Four Family Condo
66405,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567160,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567171,4380.0,Add/Alt Tenant Improvements
66407,4380.0,Add/Alt Tenant Improvements
567204,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567236,4380.0,Add/Alt Tenant Improvements
567242,3291.0,Acc Struct to 1 or 2 Family
567251,3291.0,Acc Struct to 1 or 2 Family
567250,4373.0,Add/Alt NonRes Bldg or Struct
567265,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567266,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
66409,3295.0,ACC STRUCT- NON RES
567270,3291.0,Acc Struct to 1 or 2 Family
66404,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567277,4380.0,Add/Alt Tenant Improvements
66415,4380.0,Add/Alt Tenant Improvements
567287,4380.0,Add/Alt Tenant Improvements
567309,3200.0,Industrial Building
567322,3293.0,Pool or Spa/1 or 2 Family
66419,3295.0,ACC STRUCT- NON RES
567396,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
66428,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567426,1010.0,One Family Detached
66421,4380.0,Add/Alt Tenant Improvements
567480,4342.0,"Add/Alt 3+, No Chg DU"
567486,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567494,3293.0,Pool or Spa/1 or 2 Family
567501,3291.0,Acc Struct to 1 or 2 Family
66436,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567509,4380.0,Add/Alt Tenant Improvements
567516,,
567531,4380.0,Add/Alt Tenant Improvements
567533,3291.0,Acc Struct to 1 or 2 Family
566904,4380.0,Add/Alt Tenant Improvements
567549,4380.0,Add/Alt Tenant Improvements
567547,4380.0,Add/Alt Tenant Improvements
567561,3281.0,Acc Bldg to 1 or 2 Fam 
567564,4371.0,Add/Alt Acc Bldg to 1 or 2 Fam
567570,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567571,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567576,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
10907,1052.0,Five or More Family Condo
567615,4380.0,Add/Alt Tenant Improvements
567614,4331.0,"Add/Alt 1 or 2 Fam,Increase DU"
567630,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567687,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567700,3291.0,Acc Struct to 1 or 2 Family
10907,1052.0,Five or More Family Condo
567780,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
567783,4380.0,Add/Alt Tenant Improvements
567778,4380.0,Add/Alt Tenant Improvements
567798,4343.0,"Add/Alt Guest House, No Chg DU"
