species_scientific_name,species_common_name,observation_date,track_type,total_sightings,vegetation_category,location_name,reserve_name,lat,long
Neotoma lepida,Woodrat/Packrat,1999-01-15,Tracks,12,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 1,Torrey Pines State Park / surrounding lands,32.929183,117.24095
Lepus californicus,Black Tailed Jackrabbit,1999-01-15,Scat,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Lynx rufus,Bobcat,1999-01-15,Evidence of Predation,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Lynx rufus,Bobcat,1999-01-15,Scat,17,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Lynx rufus,Bobcat,1999-01-15,Tracks,7,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Puma concolor,Cougar,1999-01-15,Scat,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Puma concolor,Cougar,1999-01-15,Tracks,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Canis latrans,Coyote,1999-01-15,Scat,38,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Canis latrans,Coyote,1999-01-15,Tracks,59,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Urocyon cinereoargenteus,Gray Fox,1999-01-15,Scat,3,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Urocyon cinereoargenteus,Gray Fox,1999-01-15,Tracks,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Odocoileus hemionus,Mule Deer,1999-01-15,Browse,99,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Odocoileus hemionus,Mule Deer,1999-01-15,Den/Bed Site,4,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Odocoileus hemionus,Mule Deer,1999-01-15,Rub,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Odocoileus hemionus,Mule Deer,1999-01-15,Scat,163,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Odocoileus hemionus,Mule Deer,1999-01-15,Sighting,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Odocoileus hemionus,Mule Deer,1999-01-15,Tracks,306,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Didelphis virginiana,Opossum,1999-01-15,Tracks,34,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Procyon lotor,Raccoon,1999-01-15,Evidence of Predation,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Procyon lotor,Raccoon,1999-01-15,Scat,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Procyon lotor,Raccoon,1999-01-15,Tracks,100,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Neotoma lepida,Woodrat/Packrat,1999-01-15,Tracks,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Penasquitos Lagoon Transect - Section: 2,Torrey Pines State Park / surrounding lands,32.926983,117.240567
Lepus californicus,Black Tailed Jackrabbit,1999-01-15,Scat,1,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Lynx rufus,Bobcat,1999-01-15,Scat,3,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Canis latrans,Coyote,1999-01-15,Den/Bed Site,1,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Canis latrans,Coyote,1999-01-15,Scat,17,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Canis latrans,Coyote,1999-01-15,Tracks,36,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Urocyon cinereoargenteus,Gray Fox,1999-01-15,Tracks,4,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Odocoileus hemionus,Mule Deer,1999-01-15,Browse,24,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Odocoileus hemionus,Mule Deer,1999-01-15,Scat,23,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Odocoileus hemionus,Mule Deer,1999-01-15,Tracks,269,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Didelphis virginiana,Opossum,1999-01-15,Tracks,7,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Procyon lotor,Raccoon,1999-01-15,Evidence of Predation,5,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Procyon lotor,Raccoon,1999-01-15,Scat,7,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Procyon lotor,Raccoon,1999-01-15,Tracks,48,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Neotoma lepida,Woodrat/Packrat,1999-01-15,Tracks,1,Bog and Marsh,Penasquitos Lagoon Transect - Section: 3,Torrey Pines State Park / surrounding lands,32.923117,117.240008
Lepus californicus,Black Tailed Jackrabbit,1999-01-15,Scat,8,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Lepus californicus,Black Tailed Jackrabbit,1999-01-15,Tracks,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Lynx rufus,Bobcat,1999-01-15,Fur/Hair,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Lynx rufus,Bobcat,1999-01-15,Scat,6,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Puma concolor,Cougar,1999-01-15,Evidence of Predation,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Puma concolor,Cougar,1999-01-15,Scat,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Canis latrans,Coyote,1999-01-15,Carcass,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Canis latrans,Coyote,1999-01-15,Evidence of Predation,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Canis latrans,Coyote,1999-01-15,Scat,8,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Canis latrans,Coyote,1999-01-15,Tracks,62,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Urocyon cinereoargenteus,Gray Fox,1999-01-15,Scat,3,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Urocyon cinereoargenteus,Gray Fox,1999-01-15,Tracks,3,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Odocoileus hemionus,Mule Deer,1999-01-15,Browse,29,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Odocoileus hemionus,Mule Deer,1999-01-15,Scat,36,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Odocoileus hemionus,Mule Deer,1999-01-15,Tracks,312,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Didelphis virginiana,Opossum,1999-01-15,Tracks,8,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Procyon lotor,Raccoon,1999-01-15,Scat,12,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Procyon lotor,Raccoon,1999-01-15,Tracks,150,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Neotoma lepida,Woodrat/Packrat,1999-01-15,Den/Bed Site,14,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",Penasquitos Lagoon Transect - Section: 4,Torrey Pines State Park / surrounding lands,32.919383,117.239075
Lepus californicus,Black Tailed Jackrabbit,1999-01-15,Carcass,1,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Lynx rufus,Bobcat,1999-01-15,Evidence of Predation,3,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Lynx rufus,Bobcat,1999-01-15,Fur/Hair,2,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Lynx rufus,Bobcat,1999-01-15,Scat,7,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Lynx rufus,Bobcat,1999-01-15,Tracks,10,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Canis latrans,Coyote,1999-01-15,Scat,5,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Canis latrans,Coyote,1999-01-15,Tracks,61,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Urocyon cinereoargenteus,Gray Fox,1999-01-15,Scat,1,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Urocyon cinereoargenteus,Gray Fox,1999-01-15,Tracks,2,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Odocoileus hemionus,Mule Deer,1999-01-15,Browse,36,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Odocoileus hemionus,Mule Deer,1999-01-15,Carcass,3,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Odocoileus hemionus,Mule Deer,1999-01-15,Scat,24,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Odocoileus hemionus,Mule Deer,1999-01-15,Tracks,176,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Didelphis virginiana,Opossum,1999-01-15,Carcass,1,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Didelphis virginiana,Opossum,1999-01-15,Tracks,17,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Procyon lotor,Raccoon,1999-01-15,Carcass,1,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Procyon lotor,Raccoon,1999-01-15,Tracks,149,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Neotoma lepida,Woodrat/Packrat,1999-01-15,Den/Bed Site,44,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Neotoma lepida,Woodrat/Packrat,1999-01-15,Scat,8,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Neotoma lepida,Woodrat/Packrat,1999-01-15,Tracks,9,Bog and Marsh,Penasquitos Lagoon Transect - Section: 5,Torrey Pines State Park / surrounding lands,32.916897999999996,117.23803799999999
Lynx rufus,Bobcat,1999-04-15,Scat,14,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Lynx rufus,Bobcat,1999-04-15,Tracks,5,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Puma concolor,Cougar,1999-04-15,Scat,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Canis latrans,Coyote,1999-04-15,Scat,36,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Canis latrans,Coyote,1999-04-15,Sighting,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Canis latrans,Coyote,1999-04-15,Tracks,45,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Urocyon cinereoargenteus,Gray Fox,1999-04-15,Scat,2,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Odocoileus hemionus,Mule Deer,1999-04-15,Browse,135,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Odocoileus hemionus,Mule Deer,1999-04-15,Den/Bed Site,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Odocoileus hemionus,Mule Deer,1999-04-15,Fur/Hair,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Odocoileus hemionus,Mule Deer,1999-04-15,Rub,4,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Odocoileus hemionus,Mule Deer,1999-04-15,Scat,342,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Odocoileus hemionus,Mule Deer,1999-04-15,Sighting,3,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Odocoileus hemionus,Mule Deer,1999-04-15,Tracks,322,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Didelphis virginiana,Opossum,1999-04-15,Tracks,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Procyon lotor,Raccoon,1999-04-15,Scat,4,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Procyon lotor,Raccoon,1999-04-15,Tracks,9,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Neotoma lepida,Woodrat/Packrat,1999-04-15,Den/Bed Site,2,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Neotoma lepida,Woodrat/Packrat,1999-04-15,Scat,2,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 1,Poway Trails,32.951025,116.980783
Lynx rufus,Bobcat,1999-04-15,Scat,3,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 2,Poway Trails,32.950891999999996,116.98155
Lynx rufus,Bobcat,1999-04-15,Tracks,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 2,Poway Trails,32.950891999999996,116.98155
Canis latrans,Coyote,1999-04-15,Scat,57,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 2,Poway Trails,32.950891999999996,116.98155
Canis latrans,Coyote,1999-04-15,Tracks,58,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 2,Poway Trails,32.950891999999996,116.98155
Odocoileus hemionus,Mule Deer,1999-04-15,Browse,25,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 2,Poway Trails,32.950891999999996,116.98155
Odocoileus hemionus,Mule Deer,1999-04-15,Scat,9,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 2,Poway Trails,32.950891999999996,116.98155
Odocoileus hemionus,Mule Deer,1999-04-15,Tracks,147,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 2,Poway Trails,32.950891999999996,116.98155
Procyon lotor,Raccoon,1999-04-15,Scat,3,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 2,Poway Trails,32.950891999999996,116.98155
Procyon lotor,Raccoon,1999-04-15,Tracks,3,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 2,Poway Trails,32.950891999999996,116.98155
Lynx rufus,Bobcat,1999-04-15,Scat,2,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 3,Poway Trails,32.95108,116.98147
Lynx rufus,Bobcat,1999-04-15,Tracks,10,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 3,Poway Trails,32.95108,116.98147
Canis latrans,Coyote,1999-04-15,Scat,12,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 3,Poway Trails,32.95108,116.98147
Canis latrans,Coyote,1999-04-15,Tracks,150,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 3,Poway Trails,32.95108,116.98147
Urocyon cinereoargenteus,Gray Fox,1999-04-15,Scat,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 3,Poway Trails,32.95108,116.98147
Odocoileus hemionus,Mule Deer,1999-04-15,Browse,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 3,Poway Trails,32.95108,116.98147
Odocoileus hemionus,Mule Deer,1999-04-15,Tracks,156,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 3,Poway Trails,32.95108,116.98147
Procyon lotor,Raccoon,1999-04-15,Scat,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 3,Poway Trails,32.95108,116.98147
Procyon lotor,Raccoon,1999-04-15,Tracks,21,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 3,Poway Trails,32.95108,116.98147
Neotoma lepida,Woodrat/Packrat,1999-04-15,Tracks,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 3,Poway Trails,32.95108,116.98147
Lynx rufus,Bobcat,1999-04-15,Scat,21,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Lynx rufus,Bobcat,1999-04-15,Tracks,14,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Puma concolor,Cougar,1999-04-15,Scat,2,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Canis latrans,Coyote,1999-04-15,Scat,12,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Canis latrans,Coyote,1999-04-15,Tracks,159,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Urocyon cinereoargenteus,Gray Fox,1999-04-15,Scat,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Odocoileus hemionus,Mule Deer,1999-04-15,Browse,18,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Odocoileus hemionus,Mule Deer,1999-04-15,Tracks,153,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Procyon lotor,Raccoon,1999-04-15,Scat,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Procyon lotor,Raccoon,1999-04-15,Tracks,13,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Neotoma lepida,Woodrat/Packrat,1999-04-15,Tracks,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 4,Poway Trails,32.951405,116.98134499999999
Lynx rufus,Bobcat,1999-04-15,Scat,71,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 5,Poway Trails,32.9518,116.98115800000001
Lynx rufus,Bobcat,1999-04-15,Tracks,2,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 5,Poway Trails,32.9518,116.98115800000001
Puma concolor,Cougar,1999-04-15,Scat,4,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 5,Poway Trails,32.9518,116.98115800000001
Canis latrans,Coyote,1999-04-15,Scat,78,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 5,Poway Trails,32.9518,116.98115800000001
Canis latrans,Coyote,1999-04-15,Tracks,64,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 5,Poway Trails,32.9518,116.98115800000001
Urocyon cinereoargenteus,Gray Fox,1999-04-15,Scat,5,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 5,Poway Trails,32.9518,116.98115800000001
Odocoileus hemionus,Mule Deer,1999-04-15,Browse,20,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 5,Poway Trails,32.9518,116.98115800000001
Odocoileus hemionus,Mule Deer,1999-04-15,Scat,9,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 5,Poway Trails,32.9518,116.98115800000001
Odocoileus hemionus,Mule Deer,1999-04-15,Tracks,79,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 5,Poway Trails,32.9518,116.98115800000001
Procyon lotor,Raccoon,1999-04-15,Tracks,12,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 5,Poway Trails,32.9518,116.98115800000001
Lynx rufus,Bobcat,1999-04-15,Evidence of Predation,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Lynx rufus,Bobcat,1999-04-15,Scat,39,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Lynx rufus,Bobcat,1999-04-15,Tracks,2,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Canis latrans,Coyote,1999-04-15,Scat,59,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Canis latrans,Coyote,1999-04-15,Tracks,55,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Urocyon cinereoargenteus,Gray Fox,1999-04-15,Scat,7,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Urocyon cinereoargenteus,Gray Fox,1999-04-15,Tracks,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Odocoileus hemionus,Mule Deer,1999-04-15,Browse,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Odocoileus hemionus,Mule Deer,1999-04-15,Scat,15,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Odocoileus hemionus,Mule Deer,1999-04-15,Tracks,78,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Procyon lotor,Raccoon,1999-04-15,Scat,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Procyon lotor,Raccoon,1999-04-15,Tracks,1,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
Geococcyx californianus,Roadrunner,1999-04-15,Tracks,2,Scrub and Chaparral,Scripps Poway Parkway Wildlife Tunnel - Section: 6,Poway Trails,32.952967,116.98126699999999
